                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 1.0712,                0.53651,                0.95369,                0.76671,                0.67076,                0.71785,                0.38661,                  1.434,                0.80061,                 1.1527,               0.001585,               0.001585,               0.001585
                    155,                 1.0688,                0.53445,                0.95195,                0.76446,                0.66976,                0.71723,                0.38571,                 1.4353,                 0.8009,                 1.1533,                0.00153,                0.00153,                0.00153
                    156,                 1.0598,                0.53047,                0.95103,                 0.7637,                 0.6691,                0.71575,                0.38564,                 1.4362,                0.80239,                 1.1538,               0.001475,               0.001475,               0.001475
                    157,                 1.0537,                0.53078,                0.95125,                0.76332,                0.66877,                0.71645,                0.38555,                  1.436,                0.80241,                 1.1536,                0.00142,                0.00142,                0.00142
                    158,                 1.0524,                0.52483,                0.94911,                0.76436,                0.66683,                 0.7163,                0.38545,                 1.4361,                0.80408,                 1.1543,               0.001365,               0.001365,               0.001365
                    159,                 1.0578,                0.52956,                0.94963,                0.76341,                0.66711,                0.71662,                0.38561,                 1.4355,                0.80408,                 1.1535,                0.00131,                0.00131,                0.00131
                    160,                 1.0559,                0.52906,                0.95185,                0.76357,                0.66877,                0.71622,                0.38522,                 1.4351,                0.80357,                  1.153,               0.001255,               0.001255,               0.001255
                    161,                 1.0568,                0.53033,                0.95424,                0.76367,                 0.6681,                0.71631,                0.38521,                 1.4347,                0.80406,                 1.1528,                 0.0012,                 0.0012,                 0.0012
                    162,                 1.0372,                 0.5206,                0.95016,                0.76611,                 0.6681,                0.71603,                0.38537,                 1.4343,                0.80426,                 1.1522,               0.001145,               0.001145,               0.001145
                    163,                 1.0501,                0.52466,                0.94963,                0.76337,                0.66851,                0.71591,                0.38547,                 1.4339,                0.80189,                 1.1516,                0.00109,                0.00109,                0.00109
                    164,                 1.0377,                 0.5187,                0.94929,                0.76695,                0.66711,                0.71643,                0.38566,                 1.4337,                0.80025,                 1.1511,               0.001035,               0.001035,               0.001035
                    165,                 1.0469,                0.51965,                0.94627,                0.76815,                0.66877,                0.71683,                0.38586,                 1.4335,                0.80075,                 1.1512,                0.00098,                0.00098,                0.00098
                    166,                 1.0411,                0.51861,                0.94409,                0.76798,                0.66837,                0.71672,                0.38562,                 1.4339,                0.79878,                 1.1511,               0.000925,               0.000925,               0.000925
                    167,                 1.0364,                0.51727,                0.94847,                0.76748,                0.66711,                0.71634,                0.38495,                 1.4338,                0.79976,                 1.1506,                0.00087,                0.00087,                0.00087
                    168,                 1.0316,                0.51533,                0.94653,                0.76857,                0.66837,                0.71663,                0.38489,                 1.4347,                0.80061,                 1.1515,               0.000815,               0.000815,               0.000815
                    169,                 1.0369,                0.51489,                 0.9436,                0.76795,                 0.6691,                0.71704,                0.38473,                  1.434,                0.79983,                 1.1515,                0.00076,                0.00076,                0.00076
                    170,                 1.0286,                 0.5131,                0.94574,                  0.767,                0.67014,                0.71666,                0.38487,                 1.4348,                0.80211,                 1.1511,               0.000705,               0.000705,               0.000705
                    171,                 1.0369,                0.48454,                0.93236,                0.76708,                0.66976,                 0.7163,                0.38389,                 1.4364,                0.80195,                 1.1517,                0.00065,                0.00065,                0.00065
                    172,                 1.0211,                0.47497,                0.92515,                0.76649,                0.66976,                0.71683,                0.38429,                 1.4368,                0.80254,                 1.1522,               0.000595,               0.000595,               0.000595
                    173,                 1.0212,                 0.4754,                0.92521,                0.76462,                0.66877,                 0.7156,                0.38432,                 1.4379,                0.80369,                 1.1531,                0.00054,                0.00054,                0.00054
                    174,                 1.0123,                0.47044,                0.92196,                0.76491,                0.66877,                 0.7151,                0.38427,                 1.4391,                0.80466,                 1.1542,               0.000485,               0.000485,               0.000485
                    175,                 1.0092,                0.47166,                0.92339,                0.76281,                0.66744,                0.71517,                0.38448,                 1.4399,                0.80483,                 1.1547,                0.00043,                0.00043,                0.00043
                    176,                0.99594,                0.46506,                0.91733,                 0.7615,                0.67119,                0.71568,                 0.3837,                  1.441,                0.80563,                 1.1555,               0.000375,               0.000375,               0.000375
                    177,                 1.0022,                0.46582,                0.92032,                0.76083,                0.67208,                0.71609,                0.38386,                 1.4421,                0.80733,                 1.1566,                0.00032,                0.00032,                0.00032
                    178,                 1.0004,                0.46339,                0.91824,                 0.7613,                0.67275,                0.71609,                0.38349,                 1.4425,                0.80642,                 1.1574,               0.000265,               0.000265,               0.000265
                    179,                0.99712,                0.46381,                 0.9173,                0.76146,                0.67314,                 0.7165,                0.38319,                 1.4435,                0.80778,                 1.1581,                0.00021,                0.00021,                0.00021
                    180,                0.99553,                0.46016,                0.91755,                0.76294,                0.67335,                0.71697,                0.38324,                 1.4436,                0.80817,                 1.1584,               0.000155,               0.000155,               0.000155
