                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.1247,                0.57111,                0.97366,                0.80416,                0.64944,                0.72041,                0.38686,                 1.4396,                0.78195,                 1.1418,               0.004852,               0.004852,               0.004852
                    158,                 1.1249,                0.57834,                 0.9798,                0.80056,                0.65086,                0.71981,                0.38725,                 1.4389,                0.77986,                 1.1412,               0.004819,               0.004819,               0.004819
                    159,                 1.1322,                0.57307,                0.97538,                0.79898,                0.64987,                0.71917,                0.38704,                 1.4391,                0.78191,                  1.142,               0.004786,               0.004786,               0.004786
                    160,                 1.1263,                0.57375,                0.97621,                0.80021,                0.64672,                0.71902,                0.38663,                 1.4389,                0.78256,                 1.1425,               0.004753,               0.004753,               0.004753
                    161,                 1.1269,                0.57404,                0.97687,                0.79832,                0.64705,                0.71946,                0.38565,                  1.439,                0.78357,                 1.1421,                0.00472,                0.00472,                0.00472
                    162,                 1.1206,                0.57029,                0.97606,                0.79211,                0.65351,                 0.7189,                0.38537,                 1.4393,                0.78374,                 1.1419,               0.004687,               0.004687,               0.004687
                    163,                 1.1186,                0.56771,                0.97523,                 0.7922,                0.65385,                0.71837,                0.38584,                 1.4392,                0.78361,                  1.141,               0.004654,               0.004654,               0.004654
                    164,                 1.1308,                0.57454,                0.97367,                0.79216,                0.65119,                0.71803,                 0.3864,                 1.4391,                 0.7831,                 1.1412,               0.004621,               0.004621,               0.004621
                    165,                 1.1184,                0.56704,                0.97231,                0.78609,                0.65385,                0.71843,                0.38687,                 1.4396,                0.78435,                 1.1427,               0.004588,               0.004588,               0.004588
                    166,                 1.1127,                0.56206,                0.97031,                0.79344,                0.64987,                0.71718,                0.38667,                 1.4391,                0.78327,                 1.1425,               0.004555,               0.004555,               0.004555
                    167,                 1.1199,                0.56646,                0.97135,                0.78707,                0.65186,                0.71752,                0.38654,                 1.4387,                0.78442,                 1.1426,               0.004522,               0.004522,               0.004522
                    168,                 1.1132,                0.56432,                0.97032,                0.78978,                0.65274,                0.71888,                0.38666,                 1.4384,                0.78364,                 1.1423,               0.004489,               0.004489,               0.004489
                    169,                 1.1167,                0.56621,                0.97242,                 0.7883,                0.65311,                0.71912,                0.38693,                 1.4389,                0.78401,                 1.1426,               0.004456,               0.004456,               0.004456
                    170,                 1.1162,                0.56335,                0.97142,                0.78889,                0.65351,                0.71827,                0.38631,                 1.4398,                0.78468,                 1.1433,               0.004423,               0.004423,               0.004423
                    171,                 1.1112,                0.56628,                0.97205,                0.78826,                0.65421,                0.71922,                0.38657,                 1.4403,                0.78479,                  1.144,                0.00439,                0.00439,                0.00439
                    172,                 1.1138,                0.56413,                0.97215,                0.79287,                0.65186,                0.71866,                0.38641,                 1.4406,                0.78577,                 1.1448,               0.004357,               0.004357,               0.004357
                    173,                 1.1097,                0.56146,                0.96785,                0.78729,                0.65451,                 0.7192,                0.38599,                 1.4412,                0.78515,                 1.1458,               0.004324,               0.004324,               0.004324
                    174,                 1.1071,                0.56398,                0.96715,                0.78745,                 0.6555,                0.71943,                0.38601,                 1.4416,                0.78446,                 1.1468,               0.004291,               0.004291,               0.004291
                    175,                 1.1078,                0.56191,                0.96984,                0.78658,                0.65617,                0.71851,                0.38611,                 1.4418,                0.78626,                 1.1474,               0.004258,               0.004258,               0.004258
                    176,                 1.0951,                0.55435,                0.96605,                0.79368,                0.65252,                0.71956,                0.38636,                 1.4427,                 0.7866,                 1.1481,               0.004225,               0.004225,               0.004225
                    177,                 1.1034,                0.55479,                0.96663,                0.78685,                0.65716,                0.71898,                0.38611,                 1.4433,                0.78705,                 1.1485,               0.004192,               0.004192,               0.004192
                    178,                 1.1004,                0.55599,                0.96675,                0.78661,                0.65633,                0.71932,                0.38699,                 1.4417,                0.78629,                 1.1473,               0.004159,               0.004159,               0.004159
                    179,                 1.1047,                0.55985,                0.97049,                0.78942,                0.65517,                0.71855,                0.38676,                 1.4422,                0.78639,                  1.147,               0.004126,               0.004126,               0.004126
                    180,                 1.0979,                0.55322,                0.96602,                0.79054,                0.65418,                0.71843,                0.38669,                 1.4413,                0.78613,                 1.1473,               0.004093,               0.004093,               0.004093
                    181,                 1.1046,                0.55863,                0.96696,                0.78968,                0.65418,                0.71797,                0.38656,                 1.4417,                 0.7854,                 1.1476,                0.00406,                0.00406,                0.00406
                    182,                 1.0934,                0.55169,                0.96536,                0.79056,                0.65351,                0.71748,                0.38666,                 1.4421,                0.78536,                 1.1478,               0.004027,               0.004027,               0.004027
                    183,                 1.0896,                0.55148,                 0.9658,                0.79022,                0.65351,                 0.7178,                0.38718,                  1.442,                 0.7848,                 1.1476,               0.003994,               0.003994,               0.003994
                    184,                 1.0892,                0.55368,                0.96302,                0.79022,                0.65351,                0.71758,                0.38678,                  1.442,                0.78523,                 1.1479,               0.003961,               0.003961,               0.003961
                    185,                 1.0957,                0.55385,                0.96599,                0.78581,                0.65484,                0.71685,                0.38636,                 1.4417,                0.78515,                 1.1481,               0.003928,               0.003928,               0.003928
                    186,                 1.0855,                0.54743,                0.95903,                 0.7861,                0.65679,                0.71888,                0.38663,                 1.4416,                0.78476,                  1.148,               0.003895,               0.003895,               0.003895
                    187,                 1.0877,                0.54464,                0.96179,                 0.7733,                0.66147,                0.71767,                0.38609,                 1.4408,                0.78501,                  1.147,               0.003862,               0.003862,               0.003862
                    188,                 1.0844,                0.54905,                0.96168,                0.77306,                0.66214,                 0.7181,                0.38596,                 1.4403,                0.78589,                 1.1472,               0.003829,               0.003829,               0.003829
                    189,                 1.0883,                0.54799,                0.95945,                 0.7742,                0.66147,                 0.7183,                0.38583,                 1.4388,                0.78481,                 1.1458,               0.003796,               0.003796,               0.003796
                    190,                 1.0832,                0.54843,                0.96005,                0.77389,                 0.6618,                0.71853,                0.38523,                 1.4386,                 0.7851,                 1.1455,               0.003763,               0.003763,               0.003763
                    191,                 1.0845,                0.55263,                0.96363,                0.77609,                0.66196,                0.71904,                0.38562,                  1.439,                0.78535,                 1.1461,                0.00373,                0.00373,                0.00373
                    192,                 1.0848,                0.55043,                0.95967,                0.77616,                0.66147,                0.71839,                0.38572,                  1.439,                0.78497,                 1.1461,               0.003697,               0.003697,               0.003697
                    193,                 1.0742,                0.54418,                0.96165,                0.78669,                0.65421,                0.71844,                0.38546,                 1.4383,                0.78452,                 1.1454,               0.003664,               0.003664,               0.003664
                    194,                 1.0798,                0.54519,                0.96084,                0.77565,                0.66214,                 0.7194,                0.38575,                 1.4385,                0.78498,                 1.1455,               0.003631,               0.003631,               0.003631
                    195,                 1.0761,                0.54025,                0.96074,                0.77528,                0.66214,                0.71991,                0.38573,                 1.4384,                 0.7851,                 1.1459,               0.003598,               0.003598,               0.003598
                    196,                 1.0824,                0.54485,                0.96123,                0.77354,                 0.6648,                0.71965,                0.38623,                 1.4383,                0.78492,                 1.1458,               0.003565,               0.003565,               0.003565
                    197,                 1.0798,                 0.5449,                 0.9614,                0.77733,                0.66441,                0.72027,                 0.3861,                 1.4387,                0.78521,                 1.1465,               0.003532,               0.003532,               0.003532
                    198,                  1.063,                0.53876,                0.95559,                0.77518,                0.66421,                0.71943,                0.38586,                 1.4377,                0.78405,                 1.1463,               0.003499,               0.003499,               0.003499
                    199,                 1.0719,                0.54353,                0.95954,                0.77585,                0.66479,                0.72023,                0.38639,                 1.4386,                0.78351,                 1.1468,               0.003466,               0.003466,               0.003466
                    200,                 1.0685,                0.53809,                0.95579,                 0.7748,                0.66412,                0.71947,                0.38603,                 1.4385,                0.78426,                  1.147,               0.003433,               0.003433,               0.003433
                    201,                 1.0645,                0.53876,                0.95548,                0.77815,                0.66247,                0.71966,                0.38585,                 1.4383,                0.78439,                 1.1469,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.0694,                0.54074,                0.95784,                 0.7763,                0.66275,                0.71967,                0.38555,                 1.4388,                0.78537,                 1.1472,               0.003367,               0.003367,               0.003367
                    203,                 1.0621,                 0.5312,                0.95303,                0.77568,                0.66412,                0.72026,                0.38586,                 1.4391,                0.78594,                 1.1475,               0.003334,               0.003334,               0.003334
                    204,                 1.0637,                0.53658,                0.95651,                0.77535,                0.66446,                0.72015,                0.38603,                 1.4383,                0.78582,                  1.147,               0.003301,               0.003301,               0.003301
                    205,                 1.0748,                0.54025,                0.95936,                0.77456,                0.66412,                0.71991,                0.38557,                 1.4382,                0.78543,                  1.147,               0.003268,               0.003268,               0.003268
                    206,                 1.0608,                0.53415,                 0.9539,                0.77544,                0.66479,                0.72029,                0.38569,                 1.4377,                0.78543,                 1.1468,               0.003235,               0.003235,               0.003235
                    207,                 1.0518,                0.52892,                 0.9519,                0.77323,                0.66479,                 0.7197,                0.38572,                 1.4374,                0.78513,                 1.1465,               0.003202,               0.003202,               0.003202
                    208,                 1.0621,                0.53489,                0.95422,                0.77308,                0.66578,                0.71982,                0.38632,                 1.4376,                0.78581,                 1.1465,               0.003169,               0.003169,               0.003169
                    209,                 1.0603,                0.53544,                0.95163,                0.77329,                0.66498,                0.71956,                0.38629,                  1.437,                0.78582,                 1.1462,               0.003136,               0.003136,               0.003136
                    210,                 1.0439,                0.53003,                0.95353,                0.77469,                0.66578,                0.72049,                0.38602,                 1.4366,                 0.7865,                 1.1457,               0.003103,               0.003103,               0.003103
                    211,                 1.0557,                0.53054,                0.94785,                0.77409,                0.66578,                0.72003,                 0.3863,                 1.4363,                0.78631,                 1.1454,                0.00307,                0.00307,                0.00307
                    212,                 1.0539,                0.52822,                0.95168,                0.77337,                0.66531,                0.71961,                0.38612,                 1.4366,                0.78596,                 1.1455,               0.003037,               0.003037,               0.003037
                    213,                 1.0523,                0.52658,                0.94819,                0.77293,                0.66479,                0.72021,                0.38606,                 1.4366,                0.78712,                 1.1457,               0.003004,               0.003004,               0.003004
                    214,                 1.0423,                0.52572,                0.95044,                0.77482,                0.66512,                   0.72,                0.38636,                 1.4379,                 0.7877,                 1.1464,               0.002971,               0.002971,               0.002971
                    215,                 1.0443,                0.52466,                0.94976,                0.77431,                0.66545,                0.72067,                0.38616,                 1.4366,                0.78615,                 1.1455,               0.002938,               0.002938,               0.002938
                    216,                 1.0545,                 0.5284,                0.94716,                0.77303,                0.66512,                0.72135,                0.38639,                 1.4371,                0.78644,                  1.146,               0.002905,               0.002905,               0.002905
                    217,                 1.0442,                0.52475,                 0.9464,                0.77489,                0.66611,                0.72307,                0.38677,                 1.4367,                0.78652,                 1.1456,               0.002872,               0.002872,               0.002872
                    218,                 1.0428,                0.52289,                0.94447,                0.77479,                0.66616,                0.72286,                 0.3864,                 1.4363,                0.78683,                 1.1455,               0.002839,               0.002839,               0.002839
                    219,                 1.0393,                 0.5221,                0.94298,                0.77491,                0.66578,                0.72293,                0.38653,                 1.4361,                0.78657,                 1.1451,               0.002806,               0.002806,               0.002806
                    220,                 1.0391,                  0.522,                0.94414,                0.77523,                0.66554,                0.72298,                 0.3859,                  1.436,                0.78675,                 1.1451,               0.002773,               0.002773,               0.002773
                    221,                 1.0289,                0.51589,                0.94185,                0.77475,                0.66599,                0.72191,                 0.3862,                 1.4355,                0.78675,                 1.1446,                0.00274,                0.00274,                0.00274
                    222,                 1.0394,                0.52006,                  0.947,                0.77442,                0.66545,                0.72161,                0.38635,                 1.4347,                0.78585,                 1.1447,               0.002707,               0.002707,               0.002707
                    223,                 1.0395,                  0.521,                0.94274,                0.77479,                0.66479,                0.72178,                0.38667,                 1.4346,                0.78657,                 1.1446,               0.002674,               0.002674,               0.002674
                    224,                  1.032,                0.52129,                0.94515,                 0.7757,                0.66578,                0.72218,                0.38685,                  1.435,                0.78618,                 1.1445,               0.002641,               0.002641,               0.002641
                    225,                 1.0304,                 0.5197,                0.94264,                0.77545,                0.66545,                0.72182,                0.38664,                 1.4354,                0.78637,                 1.1448,               0.002608,               0.002608,               0.002608
                    226,                 1.0352,                0.51874,                0.94382,                 0.7757,                0.66346,                0.72111,                0.38697,                 1.4352,                0.78667,                 1.1448,               0.002575,               0.002575,               0.002575
                    227,                 1.0219,                 0.5115,                0.93996,                0.77481,                0.66379,                0.72152,                0.38704,                 1.4352,                0.78672,                 1.1449,               0.002542,               0.002542,               0.002542
                    228,                 1.0332,                0.52007,                0.94154,                0.77561,                0.66313,                0.72045,                0.38707,                 1.4348,                0.78604,                 1.1446,               0.002509,               0.002509,               0.002509
                    229,                 1.0271,                0.51341,                0.93839,                0.77613,                0.66441,                0.72178,                0.38721,                 1.4339,                0.78579,                 1.1444,               0.002476,               0.002476,               0.002476
                    230,                 1.0245,                0.51568,                0.94114,                0.77707,                0.66412,                0.72202,                0.38702,                 1.4345,                0.78558,                 1.1445,               0.002443,               0.002443,               0.002443
                    231,                 1.0248,                0.51418,                 0.9421,                0.77574,                0.66408,                0.72148,                0.38683,                  1.434,                 0.7852,                 1.1444,                0.00241,                0.00241,                0.00241
                    232,                 1.0206,                0.51135,                0.94053,                0.77605,                0.66346,                0.72119,                0.38647,                 1.4342,                0.78579,                 1.1449,               0.002377,               0.002377,               0.002377
                    233,                 1.0153,                0.51062,                0.94112,                0.77613,                0.66379,                0.72061,                0.38627,                  1.434,                 0.7869,                 1.1446,               0.002344,               0.002344,               0.002344
                    234,                 1.0231,                0.51082,                0.94006,                 0.7764,                0.66428,                0.72164,                0.38686,                  1.434,                0.78671,                 1.1444,               0.002311,               0.002311,               0.002311
                    235,                 1.0157,                0.51184,                0.94073,                 0.7767,                0.66428,                0.72132,                0.38659,                  1.434,                0.78676,                 1.1441,               0.002278,               0.002278,               0.002278
                    236,                 1.0144,                0.51043,                0.94159,                0.77504,                0.66446,                0.72058,                0.38675,                 1.4335,                0.78711,                 1.1439,               0.002245,               0.002245,               0.002245
                    237,                 1.0142,                0.50682,                0.94044,                0.77486,                0.66416,                0.72041,                0.38729,                 1.4331,                0.78691,                 1.1437,               0.002212,               0.002212,               0.002212
                    238,                 1.0139,                0.51094,                0.93713,                0.77598,                0.66499,                0.72105,                0.38702,                 1.4332,                0.78746,                 1.1442,               0.002179,               0.002179,               0.002179
                    239,                  1.013,                 0.5054,                0.93847,                0.77529,                0.66512,                0.72091,                0.38726,                 1.4333,                0.78798,                 1.1442,               0.002146,               0.002146,               0.002146
                    240,                 1.0125,                 0.5105,                0.94201,                0.77568,                0.66512,                 0.7211,                0.38768,                 1.4332,                0.78752,                  1.144,               0.002113,               0.002113,               0.002113
                    241,                  1.013,                0.50598,                0.93774,                0.77631,                0.66545,                0.72169,                0.38754,                 1.4334,                0.78717,                 1.1445,                0.00208,                0.00208,                0.00208
